Name	gene	Chromosome	orf_classification
YML093W	UTP14	13	Verified
YML092C	PRE8	13	Verified
YML091C	RPM2	13	Verified
YML090W		13	Dubious
YML089C		13	Dubious
YML088W	UFO1	13	Verified
YML087C	AIM33	13	Verified
YML086C	ALO1	13	Verified
YML085C	TUB1	13	Verified
YML084W		13	Dubious
YML083C		13	Verified
YML082W		13	Uncharacterized
YML081C-A	ATP18	13	Verified
YML081W	TDA9	13	Verified
YML080W	DUS1	13	Verified
YML079W		13	Uncharacterized
YML078W	CPR3	13	Verified
YML077W	BET5	13	Verified
YML076C	WAR1	13	Verified
YML075C	HMG1	13	Verified
YML074C	FPR3	13	Verified
YML073C	RPL6A	13	Verified
YML072C	TCB3	13	Verified
YML071C	COG8	13	Verified
YML070W	DAK1	13	Verified
YML069W	POB3	13	Verified
YML068W	ITT1	13	Verified
YML067C	ERV41	13	Verified
YML066C	SMA2	13	Verified
YML065W	ORC1	13	Verified
YML064C	TEM1	13	Verified
YML063W	RPS1B	13	Verified
YML062C	MFT1	13	Verified
YML061C	PIF1	13	Verified
YML060W	OGG1	13	Verified
YML059C	NTE1	13	Verified
YML058W-A	HUG1	13	Verified
YML058W	SML1	13	Verified
YML057C-A		13	Dubious
YML057W	CMP2	13	Verified
YML056C	IMD4	13	Verified
YML055W	SPC2	13	Verified
YML054C	CYB2	13	Verified
YML054C-A		13	Uncharacterized
YML053C		13	Uncharacterized
YML052W	SUR7	13	Verified
YML051W	GAL80	13	Verified
YML050W	AIM32	13	Verified
YML049C	RSE1	13	Verified
YML048W	GSF2	13	Verified
YML047W-A		13	Dubious
YML047C	PRM6	13	Verified
YML046W	PRP39	13	Verified
YML043C	RRN11	13	Verified
YML042W	CAT2	13	Verified
YML041C	VPS71	13	Verified
YML038C	YMD8	13	Verified
YML037C		13	Uncharacterized
YML036W	CGI121	13	Verified
YML035C	AMD1	13	Verified
YML034C-A		13	Dubious
YML034W	SRC1	13	Verified
YML032C	RAD52	13	Verified
YML031C-A		13	Dubious
YML031W	NDC1	13	Verified
YML030W	RCF1	13	Verified
YML029W	USA1	13	Verified
YML028W	TSA1	13	Verified
YML027W	YOX1	13	Verified
YML026C	RPS18B	13	Verified
YML025C	YML6	13	Verified
YML024W	RPS17A	13	Verified
YML023C	NSE5	13	Verified
YML022W	APT1	13	Verified
YML021C	UNG1	13	Verified
YML020W		13	Uncharacterized
YML019W	OST6	13	Verified
YML018C		13	Verified
YML017W	PSP2	13	Verified
YML016C	PPZ1	13	Verified
YML015C	TAF11	13	Verified
YML014W	TRM9	13	Verified
YML013W	UBX2	13	Verified
YML012C-A		13	Dubious
YML012W	ERV25	13	Verified
YML011C	RAD33	13	Verified
YML010W	SPT5	13	Verified
YML009W-B		13	Dubious
YML009C-A		13	Dubious
YML009C	MRPL39	13	Verified
YML008C	ERG6	13	Verified
YML007C-A	MIN4	13	Uncharacterized
YML007W	YAP1	13	Verified
YML006C	GIS4	13	Verified
YML005W	TRM12	13	Verified
YML004C	GLO1	13	Verified
YML002W		13	Uncharacterized
YML001W	YPT7	13	Verified
YMR001C	CDC5	13	Verified
YMR001C-A		13	Uncharacterized
YMR002W	MIX17	13	Verified
YMR003W	AIM34	13	Verified
YMR004W	MVP1	13	Verified
YMR005W	TAF4	13	Verified
YMR006C	PLB2	13	Verified
YMR007W		13	Uncharacterized
YMR008C	PLB1	13	Verified
YMR008C-A		13	Uncharacterized
YMR009W	ADI1	13	Verified
YMR010W	ANY1	13	Verified
YMR011W	HXT2	13	Verified
YMR012W	CLU1	13	Verified
YMR013C	SEC59	13	Verified
YMR013C-A		13	Dubious
YMR013W-A		13	Dubious
YMR014W	BUD22	13	Verified
YMR015C	ERG5	13	Verified
YMR016C	SOK2	13	Verified
YMR017W	SPO20	13	Verified
YMR018W	PEX9	13	Verified
YMR020W	FMS1	13	Verified
YMR021C	MAC1	13	Verified
YMR022W	UBC7	13	Verified
YMR023C	MSS1	13	Verified
YMR024W	MRPL3	13	Verified
YMR025W	CSI1	13	Verified
YMR026C	PEX12	13	Verified
YMR027W		13	Verified
YMR028W	TAP42	13	Verified
YMR029C	FAR8	13	Verified
YMR030W	RSF1	13	Verified
YMR031C	EIS1	13	Verified
YMR031W-A		13	Dubious
YMR032W	HOF1	13	Verified
YMR033W	ARP9	13	Verified
YMR034C	RCH1	13	Verified
YMR035W	IMP2	13	Verified
YMR036C	MIH1	13	Verified
YMR037C	MSN2	13	Verified
YMR038C	CCS1	13	Verified
YMR039C	SUB1	13	Verified
YMR040W	YET2	13	Verified
YMR041C	ARA2	13	Verified
YMR042W	ARG80	13	Verified
YMR043W	MCM1	13	Verified
YMR044W	IOC4	13	Verified
YMR047C	NUP116	13	Verified
YMR048W	CSM3	13	Verified
YMR049C	ERB1	13	Verified
YMR052W	FAR3	13	Verified
YMR052C-A		13	Dubious
YMR053C	STB2	13	Verified
YMR054W	STV1	13	Verified
YMR055C	BUB2	13	Verified
YMR056C	AAC1	13	Verified
YMR058W	FET3	13	Verified
YMR059W	SEN15	13	Verified
YMR060C	SAM37	13	Verified
YMR061W	RNA14	13	Verified
YMR062C	ARG7	13	Verified
YMR063W	RIM9	13	Verified
YMR064W	AEP1	13	Verified
YMR065W	KAR5	13	Verified
YMR066W	SOV1	13	Verified
YMR067C	UBX4	13	Verified
YMR068W	AVO2	13	Verified
YMR069W	NAT4	13	Verified
YMR070W	MOT3	13	Verified
YMR071C	TVP18	13	Verified
YMR072W	ABF2	13	Verified
YMR073C	IRC21	13	Verified
YMR074C	SDD2	13	Verified
YMR075W	RCO1	13	Verified
YMR075C-A		13	Verified
YMR076C	PDS5	13	Verified
YMR077C	VPS20	13	Verified
YMR078C	CTF18	13	Verified
YMR079W	SEC14	13	Verified
YMR080C	NAM7	13	Verified
YMR081C	ISF1	13	Verified
YMR082C		13	Uncharacterized
YMR083W	ADH3	13	Verified
YMR085W		13	Uncharacterized
YMR086W	SEG1	13	Verified
YMR086C-A		13	Dubious
YMR087W	PDL32	13	Verified
YMR088C	VBA1	13	Verified
YMR089C	YTA12	13	Verified
YMR090W		13	Uncharacterized
YMR091C	NPL6	13	Verified
YMR092C	AIP1	13	Verified
YMR093W	UTP15	13	Verified
YMR094W	CTF13	13	Verified
YMR095C	SNO1	13	Verified
YMR096W	SNZ1	13	Verified
YMR097C	MTG1	13	Verified
YMR098C	ATP25	13	Verified
YMR099C		13	Verified
YMR100W	MUB1	13	Verified
YMR101C	SRT1	13	Verified
YMR102C	LAF1	13	Uncharacterized
YMR103C		13	Uncharacterized
YMR107W	SPG4	13	Verified
YMR108W	ILV2	13	Verified
YMR109W	MYO5	13	Verified
YMR110C	HFD1	13	Verified
YMR111C	EUC1	13	Verified
YMR112C	MED11	13	Verified
YMR113W	FOL3	13	Verified
YMR114C		13	Verified
YMR115W	MGR3	13	Verified
YMR116C	ASC1	13	Verified
YMR117C	SPC24	13	Verified
YMR118C	SHH3	13	Uncharacterized
YMR119W	ASI1	13	Verified
YMR120C	ADE17	13	Verified
YMR121C	RPL15B	13	Verified
YMR122C		13	Uncharacterized
YMR122W-A	NCW1	13	Uncharacterized
YMR123W	PKR1	13	Verified
YMR124W	EPO1	13	Verified
YMR125W	STO1	13	Verified
YMR126C	DLT1	13	Uncharacterized
YMR127C	SAS2	13	Verified
YMR128W	ECM16	13	Verified
YMR129W	POM152	13	Verified
YMR130W	DPI35	13	Uncharacterized
YMR131C	RRB1	13	Verified
YMR132C	JLP2	13	Uncharacterized
YMR133W	REC114	13	Verified
YMR134W	ERG29	13	Verified
YMR135C	GID8	13	Verified
YMR135W-A		13	Dubious
YMR136W	GAT2	13	Verified
YMR137C	PSO2	13	Verified
YMR138W	CIN4	13	Verified
YMR139W	RIM11	13	Verified
YMR140W	SIP5	13	Verified
YMR141C		13	Uncharacterized
YMR142C	RPL13B	13	Verified
YMR141W-A		13	Dubious
YMR143W	RPS16A	13	Verified
YMR144W	FDO1	13	Uncharacterized
YMR145C	NDE1	13	Verified
YMR146C	TIF34	13	Verified
YMR147W	LDO45	13	Uncharacterized
YMR148W	LDO16	13	Verified
YMR149W	SWP1	13	Verified
YMR150C	IMP1	13	Verified
YMR152W	YIM1	13	Verified
YMR153W	NUP53	13	Verified
YMR153C-A		13	Dubious
YMR154C	RIM13	13	Verified
YMR155W		13	Uncharacterized
YMR156C	TPP1	13	Verified
YMR157C	AIM36	13	Verified
YMR158W	MRPS8	13	Verified
YMR158W-B		13	Dubious
YMR159C	ATG16	13	Verified
YMR160W		13	Verified
YMR161W	HLJ1	13	Verified
YMR162C	DNF3	13	Verified
YMR163C	INP2	13	Verified
YMR164C	MSS11	13	Verified
YMR165C	PAH1	13	Verified
YMR166C	MME1	13	Verified
YMR167W	MLH1	13	Verified
YMR168C	CEP3	13	Verified
YMR169C	ALD3	13	Verified
YMR170C	ALD2	13	Verified
YMR171C	EAR1	13	Verified
YMR172W	HOT1	13	Verified
YMR172C-A		13	Dubious
YMR173W	DDR48	13	Verified
YMR173W-A		13	Dubious
YMR174C	PAI3	13	Verified
YMR175W	SIP18	13	Verified
YMR176W	ECM5	13	Verified
YMR177W	MMT1	13	Verified
YMR178W	FPY1	13	Verified
YMR179W	SPT21	13	Verified
YMR180C	CTL1	13	Verified
YMR181C		13	Uncharacterized
YMR182C	RGM1	13	Verified
YMR182W-A	MIN3	13	Uncharacterized
YMR183C	SSO2	13	Verified
YMR184W	ADD37	13	Verified
YMR185W	RTP1	13	Verified
YMR186W	HSC82	13	Verified
YMR187C		13	Uncharacterized
YMR188C	MRPS17	13	Verified
YMR189W	GCV2	13	Verified
YMR190C	SGS1	13	Verified
YMR191W	SPG5	13	Verified
YMR192W	GYL1	13	Verified
YMR193W	MRPL24	13	Verified
YMR193C-A		13	Dubious
YMR194W	RPL36A	13	Verified
YMR194C-B	CMC4	13	Verified
YMR195W	ICY1	13	Verified
YMR196W		13	Uncharacterized
YMR197C	VTI1	13	Verified
YMR198W	CIK1	13	Verified
YMR199W	CLN1	13	Verified
YMR200W	ROT1	13	Verified
YMR201C	RAD14	13	Verified
YMR202W	ERG2	13	Verified
YMR203W	TOM40	13	Verified
YMR204C	INP1	13	Verified
YMR205C	PFK2	13	Verified
YMR206W		13	Uncharacterized
YMR207C	HFA1	13	Verified
YMR208W	ERG12	13	Verified
YMR209C		13	Uncharacterized
YMR210W	MGL2	13	Verified
YMR211W	DML1	13	Verified
YMR212C	EFR3	13	Verified
YMR213W	CEF1	13	Verified
YMR214W	SCJ1	13	Verified
YMR215W	GAS3	13	Verified
YMR216C	SKY1	13	Verified
YMR217W	GUA1	13	Verified
YMR218C	TRS130	13	Verified
YMR219W	ESC1	13	Verified
YMR220W	ERG8	13	Verified
YMR221C	FMP42	13	Uncharacterized
YMR222C	FSH2	13	Verified
YMR223W	UBP8	13	Verified
YMR224C	MRE11	13	Verified
YMR225C	MRPL44	13	Verified
YMR226C		13	Verified
YMR227C	TAF7	13	Verified
YMR228W	MTF1	13	Verified
YMR229C	RRP5	13	Verified
YMR230W	RPS10B	13	Verified
YMR230W-A		13	Uncharacterized
YMR231W	PEP5	13	Verified
YMR232W	FUS2	13	Verified
YMR234W	RNH1	13	Verified
YMR235C	RNA1	13	Verified
YMR236W	TAF9	13	Verified
YMR237W	BCH1	13	Verified
YMR238W	DFG5	13	Verified
YMR239C	RNT1	13	Verified
YMR240C	CUS1	13	Verified
YMR241W	YHM2	13	Verified
YMR242C	RPL20A	13	Verified
YMR242W-A		13	Uncharacterized
YMR243C	ZRC1	13	Verified
YMR244W		13	Uncharacterized
YMR244C-A	COA6	13	Verified
YMR246W	FAA4	13	Verified
YMR247C	RKR1	13	Verified
YMR247W-A		13	Uncharacterized
YMR250W	GAD1	13	Verified
YMR251W	GTO3	13	Verified
YMR251W-A	HOR7	13	Verified
YMR252C	MLO1	13	Uncharacterized
YMR253C		13	Uncharacterized
YMR255W	GFD1	13	Verified
YMR256C	COX7	13	Verified
YMR257C	PET111	13	Verified
YMR258C	ROY1	13	Verified
YMR259C	TRM732	13	Verified
YMR260C	TIF11	13	Verified
YMR261C	TPS3	13	Verified
YMR262W		13	Uncharacterized
YMR263W	SAP30	13	Verified
YMR264W	CUE1	13	Verified
YMR265C		13	Uncharacterized
YMR266W	RSN1	13	Verified
YMR267W	PPA2	13	Verified
YMR268C	PRP24	13	Verified
YMR269W	TMA23	13	Verified
YMR270C	RRN9	13	Verified
YMR271C	URA10	13	Verified
YMR272C	SCS7	13	Verified
YMR272W-A		13	Dubious
YMR272W-B		13	Uncharacterized
YMR273C	ZDS1	13	Verified
YMR274C	RCE1	13	Verified
YMR275C	BUL1	13	Verified
YMR276W	DSK2	13	Verified
YMR277W	FCP1	13	Verified
YMR278W	PRM15	13	Verified
YMR279C	ATR2	13	Verified
YMR280C	CAT8	13	Verified
YMR281W	GPI12	13	Verified
YMR282C	AEP2	13	Verified
YMR283C	RIT1	13	Verified
YMR284W	YKU70	13	Verified
YMR285C	NGL2	13	Verified
YMR286W	MRPL33	13	Verified
YMR287C	DSS1	13	Verified
YMR288W	HSH155	13	Verified
YMR289W	ABZ2	13	Verified
YMR290C	HAS1	13	Verified
YMR291W	TDA1	13	Verified
YMR292W	GOT1	13	Verified
YMR293C	HER2	13	Verified
YMR294W	JNM1	13	Verified
YMR294W-A		13	Dubious
YMR295C		13	Verified
YMR296C	LCB1	13	Verified
YMR297W	PRC1	13	Verified
YMR298W	LIP1	13	Verified
YMR299C	DYN3	13	Verified
YMR300C	ADE4	13	Verified
YMR301C	ATM1	13	Verified
YMR302C	YME2	13	Verified
YMR303C	ADH2	13	Verified
YMR304W	UBP15	13	Verified
YMR305C	SCW10	13	Verified
YMR306W	FKS3	13	Verified
YMR306C-A		13	Dubious
YMR307W	GAS1	13	Verified
YMR307C-A		13	Dubious
YMR308C	PSE1	13	Verified
YMR309C	NIP1	13	Verified
YMR310C		13	Uncharacterized
YMR311C	GLC8	13	Verified
YMR312W	ELP6	13	Verified
YMR313C	TGL3	13	Verified
YMR314W	PRE5	13	Verified
YMR315W		13	Verified
YMR315W-A		13	Uncharacterized
YMR316W	DIA1	13	Verified
YMR316C-A		13	Uncharacterized
YMR316C-B		13	Dubious
YMR317W		13	Uncharacterized
YMR318C	ADH6	13	Verified
YMR319C	FET4	13	Verified
YMR320W		13	Uncharacterized
YEL070W	DSF1	13	Verified
YLR154W-F		12	Dubious
YLR162W-A	RRT15	12	Uncharacterized
YLR163C	MAS1	12	Verified
YLR163W-A		12	Dubious
YLR164W	SHH4	12	Verified
YLR165C	PUS5	12	Verified
YLR166C	SEC10	12	Verified
YLR167W	RPS31	12	Verified
YLR168C	UPS2	12	Verified
YLR169W		12	Dubious
YLR170C	APS1	12	Verified
YLR171W		12	Dubious
YLR172C	DPH5	12	Verified
YLR173W	TAG1	12	Verified
YLR174W	IDP2	12	Verified
YLR175W	CBF5	12	Verified
YLR177W		12	Uncharacterized
YLR178C	TFS1	12	Verified
YLR179C		12	Verified
YLR180W	SAM1	12	Verified
YLR181C	VTA1	12	Verified
YLR182W	SWI6	12	Verified
YLR183C	TOS4	12	Verified
YLR184W		12	Dubious
YLR185W	RPL37A	12	Verified
YLR186W	EMG1	12	Verified
YLR187W	SKG3	12	Verified
YLR188W	MDL1	12	Verified
YLR189C	ATG26	12	Verified
YLR190W	MMR1	12	Verified
YLR191W	PEX13	12	Verified
YLR192C	HCR1	12	Verified
YLR193C	UPS1	12	Verified
YLR194C	NCW2	12	Verified
YLR195C	NMT1	12	Verified
YLR196W	PWP1	12	Verified
YLR197W	NOP56	12	Verified
YLR198C		12	Dubious
YLR199C	PBA1	12	Verified
YLR200W	YKE2	12	Verified
YLR201C	COQ9	12	Verified
YLR203C	MSS51	12	Verified
YLR204W	QRI5	12	Verified
YLR205C	HMX1	12	Verified
YLR206W	ENT2	12	Verified
YLR207W	HRD3	12	Verified
YLR208W	SEC13	12	Verified
YLR209C	PNP1	12	Verified
YLR210W	CLB4	12	Verified
YLR211C	ATG38	12	Verified
YLR212C	TUB4	12	Verified
YLR213C	CRR1	12	Verified
YLR214W	FRE1	12	Verified
YLR215C	CDC123	12	Verified
YLR216C	CPR6	12	Verified
YLR217W		12	Dubious
YLR218C	COA4	12	Verified
YLR219W	MSC3	12	Verified
YLR220W	CCC1	12	Verified
YLR221C	RSA3	12	Verified
YLR222C	UTP13	12	Verified
YLR222C-A		12	Dubious
YLR223C	IFH1	12	Verified
YLR224W	UCC1	12	Verified
YLR225C		12	Uncharacterized
YLR226W	BUR2	12	Verified
YLR227C	ADY4	12	Verified
YLR228C	ECM22	12	Verified
YLR229C	CDC42	12	Verified
YLR230W		12	Dubious
YLR231C	BNA5	12	Verified
YLR233C	EST1	12	Verified
YLR234W	TOP3	12	Verified
YLR235C		12	Dubious
YLR236C		12	Uncharacterized
YLR237W	THI7	12	Verified
YLR238W	FAR10	12	Verified
YLR239C	LIP2	12	Verified
YLR240W	VPS34	12	Verified
YLR241W	CSC1	12	Verified
YLR242C	ARV1	12	Verified
YLR243W	GPN3	12	Verified
YLR244C	MAP1	12	Verified
YLR245C	CDD1	12	Verified
YLR246W	ERF2	12	Verified
YLR247C	IRC20	12	Verified
YLR248W	RCK2	12	Verified
YLR249W	YEF3	12	Verified
YLR250W	SSP120	12	Verified
YLR251W	SYM1	12	Verified
YLR252W		12	Dubious
YLR253W	MCP2	12	Verified
YLR254C	NDL1	12	Verified
YLR256W	HAP1	12	Verified
YLR257W		12	Verified
YLR258W	GSY2	12	Verified
YLR259C	HSP60	12	Verified
YLR260W	LCB5	12	Verified
YLR261C	VPS63	12	Uncharacterized
YLR262C	YPT6	12	Verified
YLR262C-A	TMA7	12	Verified
YLR263W	RED1	12	Verified
YLR264W	RPS28B	12	Verified
YLR264C-A		12	Uncharacterized
YLR265C	NEJ1	12	Verified
YLR266C	PDR8	12	Verified
YLR267W	BOP2	12	Uncharacterized
YLR268W	SEC22	12	Verified
YLR270W	DCS1	12	Verified
YLR271W	CMG1	12	Uncharacterized
YLR272C	YCS4	12	Verified
YLR273C	PIG1	12	Verified
YLR274W	MCM5	12	Verified
YLR275W	SMD2	12	Verified
YLR276C	DBP9	12	Verified
YLR277C	YSH1	12	Verified
YLR278C		12	Uncharacterized
YLR280C		12	Dubious
YLR281C	RSO55	12	Uncharacterized
YLR282C		12	Dubious
YLR283W	PUT7	12	Uncharacterized
YLR284C	ECI1	12	Verified
YLR285W	NNT1	12	Verified
YLR285C-A		12	Uncharacterized
YLR286C	CTS1	12	Verified
YLR286W-A		12	Dubious
YLR287C		12	Uncharacterized
YLR287C-A	RPS30A	12	Verified
YLR288C	MEC3	12	Verified
YLR289W	GUF1	12	Verified
YLR290C	COQ11	12	Verified
YLR291C	GCD7	12	Verified
YLR292C	SEC72	12	Verified
YLR293C	GSP1	12	Verified
YLR294C		12	Dubious
YLR295C	ATP14	12	Verified
YLR297W		12	Verified
YLR298C	YHC1	12	Verified
YLR299W	ECM38	12	Verified
YLR299C-A		12	Dubious
YLR300W	EXG1	12	Verified
YLR301W	HRI1	12	Verified
YLR303W	MET17	12	Verified
YLR304C	ACO1	12	Verified
YLR305C	STT4	12	Verified
YLR306W	UBC12	12	Verified
YLR307W	CDA1	12	Verified
YLR307C-A	DPA10	12	Uncharacterized
YLR308W	CDA2	12	Verified
YLR309C	IMH1	12	Verified
YLR310C	CDC25	12	Verified
YLR311C		12	Dubious
YLR312C	ATG39	12	Verified
YLR312W-A	MRPL15	12	Verified
YLR314C	CDC3	12	Verified
YLR315W	NKP2	12	Verified
YLR316C	TAD3	12	Verified
YLR317W		12	Dubious
YLR318W	EST2	12	Verified
YLR319C	BUD6	12	Verified
YLR320W	MMS22	12	Verified
YLR321C	SFH1	12	Verified
YLR322W	VPS65	12	Dubious
YLR323C	CWC24	12	Verified
YLR324W	PEX30	12	Verified
YLR325C	RPL38	12	Verified
YLR326W		12	Uncharacterized
YLR327C	TMA10	12	Verified
YLR328W	NMA1	12	Verified
YLR329W	REC102	12	Verified
YLR330W	CHS5	12	Verified
YLR331C	JIP3	12	Uncharacterized
YLR332W	MID2	12	Verified
YLR333C	RPS25B	12	Verified
YLR334C		12	Dubious
YLR335W	NUP2	12	Verified
YLR336C	SGD1	12	Verified
YLR337C	VRP1	12	Verified
YLR338W	OPI9	12	Dubious
YLR339C		12	Dubious
YLR340W	RPP0	12	Verified
YLR341W	SPO77	12	Verified
YLR342W	FKS1	12	Verified
YLR343W	GAS2	12	Verified
YLR344W	RPL26A	12	Verified
YLR345W		12	Uncharacterized
YLR346C	CIS1	12	Verified
YLR347C	KAP95	12	Verified
YLR347W-A		12	Dubious
YLR348C	DIC1	12	Verified
YLR350W	ORM2	12	Verified
YLR351C	NIT3	12	Verified
YLR352W	LUG1	12	Verified
YLR353W	BUD8	12	Verified
YLR354C	TAL1	12	Verified
YLR355C	ILV5	12	Verified
YLR356W	ATG33	12	Verified
YLR357W	RSC2	12	Verified
YLR358C		12	Uncharacterized
YLR359W	ADE13	12	Verified
YLR360W	VPS38	12	Verified
YLR361C	DCR2	12	Verified
YLR361C-A		12	Uncharacterized
YLR362W	STE11	12	Verified
YLR363C	NMD4	12	Verified
YLR363W-A		12	Verified
YLR364W	GRX8	12	Verified
YLR364C-A		12	Dubious
YLR366W		12	Dubious
YLR367W	RPS22B	12	Verified
YLR368W	MDM30	12	Verified
YLR369W	SSQ1	12	Verified
YLR370C	ARC18	12	Verified
YLR371W	ROM2	12	Verified
YLR372W	ELO3	12	Verified
YLR373C	VID22	12	Verified
YLR374C		12	Dubious
YLR375W	STP3	12	Verified
YLR376C	PSY3	12	Verified
YLR377C	FBP1	12	Verified
YLR378C	SEC61	12	Verified
YLR379W		12	Dubious
YLR379W-A		12	Uncharacterized
YLR380W	CSR1	12	Verified
YLR381W	CTF3	12	Verified
YLR382C	NAM2	12	Verified
YLR383W	SMC6	12	Verified
YLR384C	IKI3	12	Verified
YLR385C	SWC7	12	Verified
YLR386W	VAC14	12	Verified
YLR387C	REH1	12	Verified
YLR388W	RPS29A	12	Verified
YLR389C	STE23	12	Verified
YLR390W	ECM19	12	Verified
YLR390W-A	CCW14	12	Verified
YLR392C	ART10	12	Verified
YLR393W	ATP10	12	Verified
YLR394W	CST9	12	Verified
YLR395C	COX8	12	Verified
YLR396C	VPS33	12	Verified
YLR397C	AFG2	12	Verified
YLR398C	SKI2	12	Verified
YLR399C	BDF1	12	Verified
YLR399W-A		12	Dubious
YLR401C	DUS3	12	Verified
YLR402W		12	Dubious
YLR403W	SFP1	12	Verified
YLR404W	SEI1	12	Verified
YLR405W	DUS4	12	Verified
YLR406C	RPL31B	12	Verified
YLR406C-A		12	Uncharacterized
YLR407W		12	Uncharacterized
YLR408C	BLS1	12	Verified
YLR409C	UTP21	12	Verified
YLR410W	VIP1	12	Verified
YLR411W	CTR3	12	Verified
YLR412W	BER1	12	Verified
YLR412C-A		12	Uncharacterized
YLR413W	INA1	12	Verified
YLR414C	PUN1	12	Verified
YLR415C		12	Uncharacterized
YLR416C		12	Dubious
YLR417W	VPS36	12	Verified
YLR418C	CDC73	12	Verified
YLR419W		12	Uncharacterized
YLR420W	URA4	12	Verified
YLR421C	RPN13	12	Verified
YLR422W	DCK1	12	Verified
YLR423C	ATG17	12	Verified
YLR424W	SPP382	12	Verified
YLR425W	TUS1	12	Verified
YLR426W	TDA5	12	Uncharacterized
YLR427W	MAG2	12	Verified
YLR428C		12	Dubious
YLR429W	CRN1	12	Verified
YLR430W	SEN1	12	Verified
YLR431C	ATG23	12	Verified
YLR432W	IMD3	12	Verified
YLR433C	CNA1	12	Verified
YLR434C		12	Dubious
YLR435W	TSR2	12	Verified
YLR436C	ECM30	12	Verified
YLR437C	DIF1	12	Verified
YLR438W	CAR2	12	Verified
YLR438C-A	LSM3	12	Verified
YLR439W	MRPL4	12	Verified
YLR440C	SEC39	12	Verified
YLR441C	RPS1A	12	Verified
YLR442C	SIR3	12	Verified
YLR443W	ECM7	12	Verified
YLR444C		12	Dubious
YLR445W	GMC2	12	Verified
YLR446W		12	Uncharacterized
YLR447C	VMA6	12	Verified
YLR448W	RPL6B	12	Verified
YLR449W	FPR4	12	Verified
YLR450W	HMG2	12	Verified
YLR451W	LEU3	12	Verified
YLR452C	SST2	12	Verified
YLR453C	RIF2	12	Verified
YLR454W	FMP27	12	Uncharacterized
YLR455W	PDP3	12	Verified
YLR456W		12	Uncharacterized
YLR457C	NBP1	12	Verified
YLR458W		12	Dubious
YLR459W	GAB1	12	Verified
YLR460C		12	Uncharacterized
YJL222W-A		12	Dubious
YLL064C	PAU18	12	Verified
YNR076W	PAU6	12	Verified
YER188C-A		12	Uncharacterized
YNL319W		14	Dubious
YNL316C	PHA2	14	Verified
YNL315C	ATP11	14	Verified
YNL314W	DAL82	14	Verified
YNL321W	VNX1	14	Verified
YNL320W		14	Uncharacterized
YNL319W		14	Dubious
YNL318C	HXT14	14	Verified
YNL317W	PFS2	14	Verified
YNL315C	ATP11	14	Verified
YNL313C	EMW1	14	Verified
YNL312W	RFA2	14	Verified
YNL311C	SKP2	14	Verified
YNL310C	ZIM17	14	Verified
YNL309W	STB1	14	Verified
YNL308C	KRI1	14	Verified
YNL307C	MCK1	14	Verified
YNL306W	MRPS18	14	Verified
YNL305C	BXI1	14	Verified
YNL304W	YPT11	14	Verified
YNL303W		14	Dubious
YNL302C	RPS19B	14	Verified
YNL301C	RPL18B	14	Verified
YNL300W	TOS6	14	Uncharacterized
YNL299W	TRF5	14	Verified
YNL298W	CLA4	14	Verified
YNL297C	MON2	14	Verified
YNL296W		14	Dubious
YNL295W	MRX6	14	Uncharacterized
YNL294C	RIM21	14	Verified
YNL293W	MSB3	14	Verified
YNL292W	PUS4	14	Verified
YNL291C	MID1	14	Verified
YNL290W	RFC3	14	Verified
YNL289W	PCL1	14	Verified
YNL288W	CAF40	14	Verified
YNL287W	SEC21	14	Verified
YNL286W	CUS2	14	Verified
YNL284C	MRPL10	14	Verified
YNL283C	WSC2	14	Verified
YNL282W	POP3	14	Verified
YNL281W	HCH1	14	Verified
YNL280C	ERG24	14	Verified
YNL279W	PRM1	14	Verified
YNL278W	CAF120	14	Verified
YNL277W	MET2	14	Verified
YNL276C		14	Dubious
YNL275W	BOR1	14	Verified
YNL274C	GOR1	14	Verified
YNL273W	TOF1	14	Verified
YNL272C	SEC2	14	Verified
YNL271C	BNI1	14	Verified
YNL270C	ALP1	14	Verified
YNL269W	BSC4	14	Verified
YNL268W	LYP1	14	Verified
YNL267W	PIK1	14	Verified
YNL266W		14	Dubious
YNL265C	IST1	14	Verified
YNL264C	PDR17	14	Verified
YNL263C	YIF1	14	Verified
YNL262W	POL2	14	Verified
YNL261W	ORC5	14	Verified
YNL260C	LTO1	14	Verified
YNL259C	ATX1	14	Verified
YNL258C	DSL1	14	Verified
YNL257C	SIP3	14	Verified
YNL256W	FOL1	14	Verified
YNL255C	GIS2	14	Verified
YNL254C	RTC4	14	Verified
YNL253W	TEX1	14	Verified
YNL252C	MRPL17	14	Verified
YNL251C	NRD1	14	Verified
YNL250W	RAD50	14	Verified
YNL248C	RPA49	14	Verified
YNL247W	CRS1	14	Verified
YNL246W	VPS75	14	Verified
YNL245C	CWC25	14	Verified
YNL244C	SUI1	14	Verified
YNL243W	SLA2	14	Verified
YNL242W	ATG2	14	Verified
YNL241C	ZWF1	14	Verified
YNL240C	NAR1	14	Verified
YNL239W	LAP3	14	Verified
YNL238W	KEX2	14	Verified
YNL237W	YTP1	14	Verified
YNL236W	SIN4	14	Verified
YNL235C		14	Dubious
YNL234W		14	Verified
YNL233W	BNI4	14	Verified
YNL232W	CSL4	14	Verified
YNL231C	PDR16	14	Verified
YNL230C	ELA1	14	Verified
YNL229C	URE2	14	Verified
YNL228W		14	Dubious
