Name	gene	Chromosome
YPR144C	NOC4	16
YPR145W	ASN1	16
YPR147C		16
YPR148C		16
YPR149W	NCE102	16
YPR151C	SUE1	16
YPR152C	URN1	16
YPR153W	MAY24	16
YPR154W	PIN3	16
YPR155C	NCA2	16
YPR156C	TPO3	16
YPR158W	CUR1	16
YPR159W	KRE6	16
YPR160W	GPH1	16
YPR161C	SGV1	16
YPR162C	ORC4	16
YPR163C	TIF3	16
YPR164W	MMS1	16
YPR165W	RHO1	16
YPR166C	MRP2	16
YPR167C	MET16	16
YPR168W	NUT2	16
YPR169W	JIP5	16
YPR170W-B		16
YPR171W	BSP1	16
YPR173C	VPS4	16
YPR174C	CSA1	16
YPR175W	DPB2	16
YPR176C	BET2	16
YPR178W	PRP4	16
YPR179C	HDA3	16
YPR180W	AOS1	16
YPR181C	SEC23	16
YPR182W	SMX3	16
YPR183W	DPM1	16
YPR184W	GDB1	16
YPR185W	ATG13	16
YPR186C	PZF1	16
YPR187W	RPO26	16
YPR188C	MLC2	16
YPR189W	SKI3	16
YPR190C	RPC82	16
YPR191W	QCR2	16
YPR192W	AQY1	16
YPR193C	HPA2	16
YPR194C	OPT2	16
YPR198W	SGE1	16
YPR199C	ARR1	16
YPR200C	ARR2	16
YPR201W	ARR3	16
YOL164W	BDS1	15
YOL161C	PAU20	15
YOL159C-A		15
YOL158C	ENB1	15
YOL157C	IMA2	15
YOL156W	HXT11	15
YOL154W	ZPS1	15
YOL152W	FRE7	15
YOL151W	GRE2	15
YOL149W	DCP1	15
YOL148C	SPT20	15
YOL147C	PEX11	15
YOL146W	PSF3	15
YOL145C	CTR9	15
YOL143C	RIB4	15
YOL142W	RRP40	15
YOL141W	PPM2	15
YOL140W	ARG8	15
YOL139C	CDC33	15
YOL138C	RTC1	15
YOL137W	BSC6	15
YOL136C	PFK27	15
YOL135C	MED7	15
YOL133W	HRT1	15
YOL132W	GAS4	15
YOL130W	ALR1	15
YOL129W	VPS68	15
YOL128C	YGK3	15
YOL127W	RPL25	15
YOL126C	MDH2	15
YOL125W	TRM13	15
YOL124C	TRM11	15
YOL123W	HRP1	15
YOL122C	SMF1	15
YOL121C	RPS19A	15
YOL120C	RPL18A	15
YOL119C	MCH4	15
YOL117W	RRI2	15
YOL116W	MSN1	15
YOL115W	PAP2	15
YOL114C	PTH4	15
YOL113W	SKM1	15
YOL112W	MSB4	15
YOL111C	MDY2	15
YOL110W	SHR5	15
YOL109W	ZEO1	15
YOL108C	INO4	15
YOL105C	WSC3	15
YOL104C	NDJ1	15
YOL103W	ITR2	15
YOL102C	TPT1	15
YOL101C	IZH4	15
YOL100W	PKH2	15
YOL098C	SDD3	15
YOL097C	WRS1	15
YOL096C	COQ3	15
YOL095C	HMI1	15
YOL094C	RFC4	15
YOL093W	TRM10	15
YOL092W	YPQ1	15
YOL091W	SPO21	15
YOL090W	MSH2	15
YOL089C	HAL9	15
YOL088C	MPD2	15
YOL087C	DUF1	15
YOL086W-A	MHF1	15
YOL086C	ADH1	15
YOL084W	PHM7	15
YOL083W	ATG34	15
YOL082W	ATG19	15
YOL081W	IRA2	15
YOL080C	REX4	15
YOL078W	AVO1	15
YOL077W-A	ATP19	15
YOL077C	BRX1	15
YOL076W	MDM20	15
YOL075C		15
YOL073C	DSC2	15
YOL072W	THP1	15
YOL071W	SDH5	15
YOL070C	NBA1	15
YOL069W	NUF2	15
YOL068C	HST1	15
YOL067C	RTG1	15
YOL066C	RIB2	15
YOL065C	INP54	15
YOL064C	MET22	15
YOL062C	APM4	15
YOL061W	PRS5	15
YOL060C	MAM3	15
YOL059W	GPD2	15
YOL058W	ARG1	15
YOL057W		15
YOL056W	GPM3	15
YOL055C	THI20	15
YOL054W	PSH1	15
YOL053W	AIM39	15
YOL052C-A	DDR2	15
YOL052C	SPE2	15
YOL051W	GAL11	15
YOL049W	GSH2	15
YOL048C	RRT8	15
YOL047C	LDS2	15
YOL045W	PSK2	15
YOL044W	PEX15	15
YOL043C	NTG2	15
YOL042W	NGL1	15
YOL041C	NOP12	15
YOL040C	RPS15	15
YOL039W	RPP2A	15
YOL038W	PRE6	15
YOL034W	SMC5	15
YOL033W	MSE1	15
YOL032W	OPI10	15
YOL031C	SIL1	15
YOL030W	GAS5	15
YOL027C	MDM38	15
YOL026C	MIM1	15
YOL025W	LAG2	15
YOL023W	IFM1	15
YOL022C	TSR4	15
YOL021C	DIS3	15
YOL020W	TAT2	15
YOL019W	TOS7	15
YOL018C	TLG2	15
YOL017W	ESC8	15
YOL016C	CMK2	15
YOL015W	IRC10	15
YOL013C	HRD1	15
YOL012C	HTZ1	15
YOL011W	PLB3	15
YOL010W	RCL1	15
YOL009C	MDM12	15
YOL008W	COQ10	15
YOL007C	CSI2	15
YOL006C	TOP1	15
YOL005C	RPB11	15
YOL004W	SIN3	15
YOL003C	PFA4	15
YOL002C	IZH2	15
YOL001W	PHO80	15
YOR001W	RRP6	15
YOR002W	ALG6	15
YOR003W	YSP3	15
YOR004W	UTP23	15
YOR005C	DNL4	15
YOR006C	TSR3	15
YOR007C	SGT2	15
YOR008C	SLG1	15
YOR009W	TIR4	15
YOR010C	TIR2	15
YOR011W	AUS1	15
YOR014W	RTS1	15
YOR016C	ERP4	15
YOR017W	PET127	15
YOR018W	ROD1	15
YOR019W		15
YOR020C	HSP10	15
YOR020W-A	MCO10	15
YOR021C	SFM1	15
YOR022C	DDL1	15
YOR023C	AHC1	15
YOR025W	HST3	15
YOR026W	BUB3	15
YOR027W	STI1	15
YOR028C	CIN5	15
YOR030W	DFG16	15
YOR032C	HMS1	15
YOR033C	EXO1	15
YOR034C	AKR2	15
YOR035C	SHE4	15
YOR036W	PEP12	15
YOR037W	CYC2	15
YOR038C	HIR2	15
YOR039W	CKB2	15
YOR040W	GLO4	15
YOR042W	CUE5	15
YOR043W	WHI2	15
YOR044W	IRC23	15
YOR045W	TOM6	15
YOR046C	DBP5	15
YOR047C	STD1	15
YOR048C	RAT1	15
YOR049C	RSB1	15
YOR051C	ETT1	15
YOR052C	TMC1	15
YOR054C	VHS3	15
YOR056C	NOB1	15
YOR057W	SGT1	15
YOR058C	ASE1	15
YOR059C	LPL1	15
YOR060C	SLD7	15
YOR061W	CKA2	15
YOR063W	RPL3	15
YOR064C	YNG1	15
YOR065W	CYT1	15
YOR066W	MSA1	15
YOR067C	ALG8	15
YOR069W	VPS5	15
YOR068C	VAM10	15
YOR070C	GYP1	15
YOR071C	NRT1	15
YOR073W	SGO1	15
YOR074C	CDC21	15
YOR075W	UFE1	15
YOR076C	SKI7	15
YOR077W	RTS2	15
YOR078W	BUD21	15
YOR079C	ATX2	15
YOR080W	DIA2	15
YOR081C	TGL5	15
YOR083W	WHI5	15
YOR084W	LPX1	15
YOR085W	OST3	15
YOR086C	TCB1	15
YOR087W	YVC1	15
YOR089C	VPS21	15
YOR090C	PTC5	15
YOR091W	TMA46	15
YOR092W	ECM3	15
YOR094W	ARF3	15
YOR095C	RKI1	15
YOR096W	RPS7A	15
YOR098C	NUP1	15
YOR099W	KTR1	15
YOR100C	CRC1	15
YOR101W	RAS1	15
YOR103C	OST2	15
YOR104W	PIN2	15
YOR106W	VAM3	15
YOR108W	LEU9	15
YOR109W	INP53	15
YOR110W	TFC7	15
YOR112W	CEX1	15
YOR113W	AZF1	15
YOR115C	TRS33	15
YOR116C	RPO31	15
YOR117W	RPT5	15
YOR118W	RTC5	15
YOR119C	RIO1	15
YOR120W	GCY1	15
YOR122C	PFY1	15
YOR123C	LEO1	15
YOR124C	UBP2	15
YOR125C	CAT5	15
YOR126C	IAH1	15
YOR127W	RGA1	15
YOR128C	ADE2	15
YOR129C	AFI1	15
YOR130C	ORT1	15
YOR131C		15
YOR132W	VPS17	15
YDR385W	EFT2	15
YOR134W	BAG7	15
YOR136W	IDH2	15
YOR137C	SIA1	15
YOR138C	RUP1	15
YOR140W	SFL1	15
YOR141C	ARP8	15
YOR142W	LSC1	15
YOR143C	THI80	15
YOR144C	ELG1	15
YOR145C	PNO1	15
YOR147W	MDM32	15
YOR149C	SMP3	15
YOR150W	MRPL23	15
YOR151C	RPB2	15
YOR152C	ATG40	15
YOR153W	PDR5	15
YOR154W	SLP1	15
YOR155C	ISN1	15
YOR156C	NFI1	15
YOR157C	PUP1	15
YOR158W	PET123	15
YOR159C	SME1	15
YOR160W	MTR10	15
YOR161C	PNS1	15
YOR162C	YRR1	15
YOR163W	DDP1	15
YOR164C	GET4	15
YOR165W	SEY1	15
YOR166C	SWT1	15
YOR167C	RPS28A	15
YOR168W	GLN4	15
YOR171C	LCB4	15
YOR172W	YRM1	15
YOR173W	DCS2	15
YOR174W	MED4	15
YOR175C	ALE1	15
YOR176W	HEM15	15
YOR177C	MPC54	15
YOR178C	GAC1	15
YOR179C	SYC1	15
YOR180C	DCI1	15
YOR181W	LAS17	15
YOR182C	RPS30B	15
YOR184W	SER1	15
YOR185C	GSP2	15
YOR187W	TUF1	15
YOR188W	MSB1	15
YOR189W	IES4	15
YOR190W	SPR1	15
YOR191W	ULS1	15
YOR192C	THI72	15
YOR193W	PEX27	15
YOR194C	TOA1	15
YOR195W	SLK19	15
YOR196C	LIP5	15
YOR197W	MCA1	15
YOR198C	BFR1	15
YOR201C	MRM1	15
YOR202W	HIS3	15
YOR204W	DED1	15
YOR205C	GEP3	15
YOR206W	NOC2	15
YOR207C	RET1	15
YOR208W	PTP2	15
YOR209C	NPT1	15
YOR210W	RPB10	15
YOR211C	MGM1	15
YOR212W	STE4	15
YOR213C	SAS5	15
YOR214C	SPR2	15
YOR215C	AIM41	15
YOR216C	RUD3	15
YOR217W	RFC1	15
YOR219C	STE13	15
YOR220W	RCN2	15
YOR221C	MCT1	15
YOR222W	ODC2	15
YOR223W	DSC3	15
YOR224C	RPB8	15
YOR226C	ISU2	15
YOR227W	HER1	15
YOR228C	MCP1	15
YOR229W	WTM2	15
YOR230W	WTM1	15
YOR231W	MKK1	15
YOR232W	MGE1	15
YOR233W	KIN4	15
YOR234C	RPL33B	15
YOR236W	DFR1	15
YOR237W	HES1	15
YOR239W	ABP140	15
YOR242C	SSP2	15
YOR243C	PUS7	15
YAL068C	PAU8	10
YJL221C	IMA4	10
YJL219W	HXT9	10
YJL216C	IMA5	10
YJL214W	HXT8	10
YJL213W		10
YJL212C	OPT1	10
YJL210W	PEX2	10
YJL209W	CBP1	10
YJL208C	NUC1	10
YJL207C	LAA1	10
YJL205C	NCE101	10
YJL204C	RCY1	10
YJL203W	PRP21	10
YJL201W	ECM25	10
YJL200C	ACO2	10
YJL199C	MBB1	10
YJL198W	PHO90	10
YJL197W	UBP12	10
YJL196C	ELO1	10
YJL194W	CDC6	10
YJL192C	SOP4	10
YJL191W	RPS14B	10
YJL190C	RPS22A	10
YJL189W	RPL39	10
YJL187C	SWE1	10
YJL186W	MNN5	10
YJL185C	ATG36	10
YJL184W	GON7	10
YJL183W	MNN11	10
YJL180C	ATP12	10
YJL179W	PFD1	10
YJL178C	ATG27	10
YJL177W	RPL17B	10
YJL176C	SWI3	10
YJL174W	KRE9	10
YJL173C	RFA3	10
YJL172W	CPS1	10
YJL171C	TOH1	10
YJL170C	ASG7	10
YJL168C	SET2	10
YJL167W	ERG20	10
YJL166W	QCR8	10
YJL165C	HAL5	10
YJL164C	TPK1	10
YJL162C	JJJ2	10
YJL159W	HSP150	10
YJL158C	CIS3	10
YJL157C	FAR1	10
YJL156C	SSY5	10
YJL155C	FBP26	10
YJL154C	VPS35	10
YJL153C	INO1	10
YJL151C	SNA3	10
YJL149W	DAS1	10
YJL148W	RPA34	10
YJL146W	IDS2	10
YJL145W	SFH5	10
YJL144W	ROQ1	10
YJL143W	TIM17	10
YJL141C	YAK1	10
YJL140W	RPB4	10
YJL139C	YUR1	10
YJL138C	TIF2	10
YJL137C	GLG2	10
YJL136C	RPS21B	10
YJL134W	LCB3	10
YJL133W	MRS3	10
YJL131C	AIM23	10
YJL130C	URA2	10
YJL129C	TRK1	10
YJL128C	PBS2	10
YJL127C	SPT10	10
YJL126W	NIT2	10
YJL125C	GCD14	10
YJL124C	LSM1	10
YJL123C	MTC1	10
YJL122W	ALB1	10
YJL121C	RPE1	10
YJL118W		10
YJL117W	PHO86	10
YJL116C	NCA3	10
YJL115W	ASF1	10
YJL112W	MDV1	10
YJL111W	CCT7	10
YJL110C	GZF3	10
YJL109C	UTP10	10
YJL108C	PRM10	10
YJL106W	IME2	10
YJL105W	SET4	10
YJL104W	PAM16	10
YJL103C	GSM1	10
YJL102W	MEF2	10
YJL101C	GSH1	10
YJL100W	LSB6	10
YJL099W	CHS6	10
YJL098W	SAP185	10
YJL097W	PHS1	10
YJL096W	MRPL49	10
YJL095W	BCK1	10
YJL094C	KHA1	10
YJL093C	TOK1	10
YJL092W	SRS2	10
YJL091C	GWT1	10
YJL090C	DPB11	10
YJL089W	SIP4	10
YJL088W	ARG3	10
YJL087C	TRL1	10
YJL085W	EXO70	10
YJL084C	ALY2	10
YJL083W	TAX4	10
YJL082W	IML2	10
YJL081C	ARP4	10
YJL080C	SCP160	10
YJL079C	PRY1	10
YJL078C	PRY3	10
YJL076W	NET1	10
YJL074C	SMC3	10
YJL073W	JEM1	10
YJL072C	PSF2	10
YJL071W	ARG2	10
YJL069C	UTP18	10
YJL068C		10
YJL066C	MPM1	10
YJL065C	DLS1	10
YJL063C	MRPL8	10
YJL062W-A	COA3	10
YJL062W	LAS21	10
YJL061W	NUP82	10
YJL060W	BNA3	10
YJL059W	YHC3	10
YJL058C	BIT61	10
YJL057C	IKS1	10
YJL056C	ZAP1	10
YJL055W	LOG1	10
YJL054W	TIM54	10
YJL053W	PEP8	10
YJL052W	TDH1	10
YJL051W	IRC8	10
YJL050W	MTR4	10
YJL048C	UBX6	10
YJL047C	RTT101	10
YJL046W	AIM22	10
YJL045W	SDH9	10
YJL044C	GYP6	10
YJL042W	MHP1	10
YJL041W	NSP1	10
YJL039C	NUP192	10
YJL038C	LOH1	10
YJL037W	IRC18	10
YJL036W	SNX4	10
YJL035C	TAD2	10
YJL034W	KAR2	10
YJL033W	HCA4	10
YJL031C	BET4	10
YJL030W	MAD2	10
YJL029C	VPS53	10
YJL026W	RNR2	10
YJL025W	RRN7	10
YJL024C	APS3	10
YJL023C	PET130	10
YJL020C	BBC1	10
YJL019W	MPS3	10
YJL014W	CCT3	10
YJL013C	MAD3	10
YJL012C	VTC4	10
YJL011C	RPC17	10
YJL010C	NOP9	10
YJL008C	CCT8	10
YJL006C	CTK2	10
YJL005W	CYR1	10
YJL004C	SYS1	10
YJL003W	COX16	10
YJL002C	OST1	10
YJL001W	PRE3	10
YJR001W	AVT1	10
YJR002W	MPP10	10
YJR004C	SAG1	10
YJR005W	APL1	10
YJR005C-A	LSO1	10
YJR006W	POL31	10
YJR007W	SUI2	10
YJR008W	MHO1	10
YJR009C	TDH2	10
YJR010W	MET3	10
YJR010C-A	SPC1	10
YJR012C		10
YJR013W	GPI14	10
YJR014W	TMA22	10
YJR016C	ILV3	10
YJR017C	ESS1	10
YJR019C	TES1	10
YJR021C	REC107	10
YJR022W	LSM8	10
YJR024C	MDE1	10
YJR025C	BNA1	10
YJR031C	GEA1	10
YJR032W	CPR7	10
YJR033C	RAV1	10
YJR034W	PET191	10
YJR035W	RAD26	10
YJR036C	HUL4	10
YJR040W	GEF1	10
YJR041C	URB2	10
YJR042W	NUP85	10
YJR043C	POL32	10
YJR044C	VPS55	10
YJR045C	SSC1	10
YJR046W	TAH11	10
YJR047C	ANB1	10
YJR048W	CYC1	10
YJR049C	UTR1	10
YJR050W	ISY1	10
YJR051W	OSM1	10
YJR052W	RAD7	10
YJR053W	BFA1	10
YJR054W	KCH1	10
YJR055W	HIT1	10
YJR056C		10
YJR057W	CDC8	10
YJR058C	APS2	10
YJR059W	PTK2	10
YJR060W	CBF1	10
YJR062C	NTA1	10
YJR063W	RPA12	10
YJR064W	CCT5	10
YJR065C	ARP3	10
YJR066W	TOR1	10
YJR067C	YAE1	10
YJR068W	RFC2	10
YJR069C	HAM1	10
YJR070C	LIA1	10
YJR072C	NPA3	10
YJR073C	OPI3	10
YJR074W	MOG1	10
YJR075W	HOC1	10
YJR076C	CDC11	10
YJR077C	MIR1	10
YJR078W	BNA2	10
YJR080C	AIM24	10
YJR082C	EAF6	10
YJR083C	ACF4	10
YJR084W		10
YJR085C	TMH11	10
YJR086W	STE18	10
YJR088C	EMC2	10
YJR089W	BIR1	10
YJR090C	GRR1	10
YJR091C	JSN1	10
YJR092W	BUD4	10
YJR093C	FIP1	10
YJR094C	IME1	10
YJR094W-A	RPL43B	10
YJR095W	SFC1	10
YJR096W		10
YJR097W	JJJ3	10
YJR099W	YUH1	10
YJR100C	AIM25	10
YJR101W	RSM26	10
YJR102C	VPS25	10
YJR103W	URA8	10
YJR104C	SOD1	10
YJR105W	ADO1	10
YJR106W	ECM27	10
YJR107C-A		10
YJR108W	ABM1	10
YJR109C	CPA2	10
YJR110W	YMR1	10
YJR111C	PXP2	10
YJR112W	NNF1	10
YJR113C	RSM7	10
YJR117W	STE24	10
YJR118C	ILM1	10
YJR119C	JHD2	10
YJR120W		10
YJR121W	ATP2	10
YJR122W	IBA57	10
YJR123W	RPS5	10
YJR125C	ENT3	10
YJR129C	EFM3	10
YJR130C	STR2	10
YJR131W	MNS1	10
YJR132W	NMD5	10
YJR133W	XPT1	10
YJR134C	SGM1	10
YJR135C	MCM22	10
YJR135W-A	TIM8	10
YJR136C	TTI2	10
YJR137C	MET5	10
YJR138W	IML1	10
YJR139C	HOM6	10
YJR140C	HIR3	10
YJR141W	IPA1	10
YJR142W		10
YJR143C	PMT4	10
YJR144W	MGM101	10
YJR145C	RPS4A	10
YJR147W	HMS2	10
YJR148W	BAT2	10
YJR150C	DAN1	10
YJR151C	DAN4	10
YJR152W	DAL5	10
YJR153W	PGU1	10
YJR155W	AAD10	10
YFL058W	THI5	10
YJR156C	THI11	10
YFL059W	SNZ3	10
YFL060C	SNO3	10
YNL335W	DDI3	10
YKR105C	VBA5	3
YBR272C	HSM3	2
YDL080C	THI3	4
YDL039C	PRM7	4
YDL037C	BSC1	4
YOR133W	EFT1	4
YDR512C	EMI1	4
YIL164C	NIT1	9
YIL121W	QDR2	9
YIR024C	INA22	9
YAL059W	ECM1	1
YAL032C	PRP45	1
YAR020C	PAU7	1
Q0105	COB	mitoch
Q0110	BI2	mitoch
Q0115	BI3	mitoch
Q0120	BI4	mitoch
Q0140	VAR1	mitoch
Q0250	COX2	mitoch
Q0275	COX3	mitoch
Q0045	COX1	mitoch
Q0050	AI1	mitoch
Q0085	ATP6	mitoch
Q0105	COB	mitoch
Q0110	BI2	mitoch
Q0115	BI3	mitoch
Q0120	BI4	mitoch
Q0140	VAR1	mitoch
YGL243W	TAD1	7
YHR032W	ERC1	8
YHR185C	PFS1	8
YGR140W	CBF2	7
YFR012W	DCV1	6
YER106W	MAM1	5
YER170W	ADK2	5
YKR102W	FLO10	11
YKR105C	VBA5	11
YLL052C	AQY2	12
YML118W	NGL3	13
YLR256W	HAP1	12
YLR408C	BLS1	12
YNL318C	HXT14	14
YNL316C	PHA2	14
YNL318C	HXT14	14
YNL316C	PHA2	14
YNL269W	BSC4	14
YNL083W	SAL1	14
YNL065W	AQR1	14
YNR020C	ATP23	14
YNR049C	MSO1	14
YNR062C	PUL3	14
YNR069C	BSC5	14
YNR070W	PDR18	14
YKL161C	KDX1	11
YKR016W	MIC60	11
YKR069W	MET1	11
YKR102W	FLO10	11
YOR249C	APC5	15
YOR244W	ESA1	15
YPL282C	PAU22	16
YPL255W	BBP1	16
YPL187W	MF%28ALPHA%291	16
YPR004C	AIM45	16
YPR096C		16
YOL159C	CSS3	15
YOL144W	NOP8	15
YOL063C	CRT10	15
YOR148C	SPP2	15
YOR241W	MET7	15
YJR126C	VPS70	10
YJR127C	RSF2	10
